timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
2041454125,5.2771,0.0,0,0,1,0,0,0,0
2041954035,5.2771,0.0,0,0,1,0,0,0,0
2042454029,5.26904,0.0,0,0,1,0,0,0,0
2042954029,5.2771,0.0,0,0,1,0,0,0,0
2043454485,5.27227,0.0,0,0,1,0,0,0,0
2043964062,5.20942,0.0,0,0,1,0,0,0,0
2044464457,5.26904,0.0,0,0,1,0,0,0,0
2044964069,5.27388,0.0,0,0,1,0,0,0,0
2045464084,5.27549,0.0,0,0,1,0,0,0,0
2045964031,5.27549,0.0,0,0,1,0,0,0,0
2046464025,5.2771,0.0,0,0,1,0,0,0,0
2046964852,5.28032,0.0,0,0,1,0,0,0,0
2047474619,5.27388,0.0,0,0,1,0,0,0,0
2047974628,5.2771,0.0,0,0,1,0,0,0,0
2048474081,5.2771,0.0,0,0,1,0,0,0,0
2048974652,5.27549,0.0,0,0,1,0,0,0,0
2049474029,5.27549,0.0,0,0,1,0,0,0,0
2049984327,5.27549,0.0,0,0,1,0,0,0,0
2050484029,5.27549,0.0,0,0,1,0,0,0,0
2050984022,5.20781,0.0,0,0,1,0,0,0,0
2051484032,5.27871,0.0,0,0,1,0,0,0,0
2051984197,5.26904,0.0,0,0,1,0,0,0,0
