timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,arspd_check_level,load_factor_ratio,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,aspd_check_failing,aspd_fault_declared,aspd_use_inhibit,aspd_fail_rtl
2001266077,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002268997,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003279202,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004283283,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007297101,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008306755,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009310678,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010323485,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011333119,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012337123,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013341238,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014346044,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015347277,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016348214,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017351670,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018360117,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019365975,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020376344,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021377914,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022380086,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023389086,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024394452,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025403445,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026412148,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027412357,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028418045,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029426797,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030438576,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031447535,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032461995,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033465850,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034476472,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035485965,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036488943,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037498567,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038506879,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039508216,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040516967,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041526742,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042533210,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043544796,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044143446,3080255,2162719,3014719,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2045152407,3080255,2162719,3014719,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2046156400,3080255,2162719,3014719,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2047167222,3080255,2162719,3014719,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2048171298,3080255,2162719,3014719,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2049171381,3080255,2162719,3014719,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2050181756,3080255,2162719,3014719,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2051191327,3080255,2162719,3014719,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2051482591,3080255,2162719,3014719,0.0,0.0,3,1,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
