timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
1965613865,0.110414,-0.234161,0.0555202,0.69813,0.0,0.0
1965633234,0.127096,-0.210114,0.0484841,0.708185,0.0,0.0
1965654501,0.128604,-0.219526,0.0495163,0.70339,0.0,0.0
1965677873,0.0978564,-0.209614,0.0599603,0.709399,0.0,0.0
1965697111,0.0700606,-0.22256,0.0708486,0.705611,0.0,0.0
1965717847,0.0376927,-0.20728,0.0808307,0.714519,0.0,0.0
1965737288,0.0223347,-0.201281,0.0855425,0.719001,0.0,0.0
1965761189,0.0244906,-0.218303,0.0868496,0.711879,0.0,0.0
1965783265,0.0376678,-0.222248,0.0830199,0.711879,0.0,0.0
1965806881,0.0607549,-0.223079,0.0757085,0.715004,0.0,0.0
1965830860,0.100824,-0.23178,0.0577409,0.717669,0.0,0.0
1965850003,0.169256,-0.224813,0.0344191,0.724819,0.0,0.0
1965872224,0.253769,-0.228483,0.00684697,0.722864,0.0,0.0
1965894890,0.364963,-0.203288,-0.028332,0.729496,0.0,0.0
1965918667,0.447521,-0.206028,-0.0529341,0.719339,0.0,0.0
1965937991,0.486413,-0.193201,-0.0616791,0.716926,0.0,0.0
1965959594,0.494873,-0.193205,-0.0614501,0.707016,0.0,0.0
1965978849,0.479666,-0.17776,-0.0532088,0.705834,0.0,0.0
1966000444,0.439096,-0.173241,-0.0402292,0.705834,0.0,0.0
1966024972,0.379418,-0.172416,-0.0195573,0.704917,0.0,0.0
1966048241,0.319528,-0.174515,0.000812129,0.702937,0.0,0.0
1966067500,0.27073,-0.152397,0.0168385,0.713163,0.0,0.0
1966088798,0.21854,-0.164162,0.033971,0.704847,0.0,0.0
1966113133,0.170725,-0.166739,0.0489996,0.700439,0.0,0.0
1966136460,0.144207,-0.161661,0.0560369,0.701102,0.0,0.0
1966157057,0.128767,-0.165619,0.0607508,0.696577,0.0,0.0
1966176455,0.108948,-0.145357,0.0654809,0.716285,0.0,0.0
1966197180,0.0986506,-0.172107,0.0707402,0.697225,0.0,0.0
1966216474,0.102193,-0.176276,0.0706649,0.700034,0.0,0.0
