timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
1947034452,-6.22061,-6.14336,6.9682,1.0
1947045234,-6.22768,-6.14977,6.91532,1.0
1947056135,-6.23769,-6.15954,6.90817,1.0
1947067227,-6.242,-6.16387,6.91246,1.0
1947078016,-6.23357,-6.15558,6.9096,1.0
1947088922,-6.21369,-6.13608,6.91103,1.0
1947099675,-6.1876,-6.11035,6.91389,1.0
1947110497,-6.15873,-6.08178,6.91389,1.0
1947121610,-6.12883,-6.0524,6.92103,1.0
1947132470,-6.09795,-6.02188,6.92246,1.0
1947143313,-6.06383,-5.98808,6.91246,1.0
1947154072,-6.02541,-5.95069,6.97249,1.0
1947164967,-5.98493,-5.91027,6.92246,1.0
1947175963,-5.93955,-5.86589,6.96963,1.0
1947186856,-5.89004,-5.817,6.96963,1.0
1947197733,-5.84781,-5.77476,6.91246,1.0
1947208871,-5.81528,-5.74258,6.9096,1.0
1947219718,-5.79182,-5.71944,6.91246,1.0
1947230895,-5.77686,-5.70454,6.91389,1.0
1947241772,-5.7724,-5.70026,6.91532,1.0
1947252510,-5.78786,-5.71552,6.90817,1.0
1947263465,-5.81858,-5.74646,6.9682,1.0
1947274507,-5.85223,-5.77914,6.9196,1.0
1947285331,-5.88495,-5.81142,6.91103,1.0
1947296212,-5.91836,-5.84442,6.92532,1.0
1947307161,-5.95399,-5.87948,6.91389,1.0
1947318093,-5.99252,-5.91769,6.9096,1.0
1947328898,-6.03553,-5.96018,6.91103,1.0
1947340145,-6.08135,-6.00533,6.90817,1.0
1947351231,-6.12559,-6.04892,6.9096,1.0
1947362051,-6.16731,-6.09016,6.90531,1.0
1947372956,-6.20838,-6.1308,6.91532,1.0
1947383696,-6.23917,-6.16119,6.91389,1.0
1947394538,-6.25153,-6.17398,6.96963,1.0
1947405296,-6.25264,-6.17489,6.95391,1.0
1947416118,-6.24222,-6.16477,6.96534,1.0
1947427241,-6.22299,-6.14519,6.91246,1.0
1947438081,-6.2102,-6.1325,6.9096,1.0
1947448964,-6.21319,-6.13545,6.9096,1.0
1947459698,-6.23208,-6.15414,6.90674,1.0
1947470592,-6.26324,-6.18502,6.90817,1.0
1947481530,-6.30417,-6.22543,6.90817,1.0
1947492824,-6.34397,-6.2652,6.94962,1.0
1947503723,-6.37218,-6.29262,6.91103,1.0
1947514923,-6.39388,-6.31398,6.92103,1.0
1947526063,-6.41107,-6.33108,6.91532,1.0
1947536967,-6.42347,-6.34332,6.91246,1.0
1947548025,-6.43599,-6.35567,6.91103,1.0
1947558881,-6.44934,-6.36865,6.91246,1.0
1947570334,-6.46331,-6.38252,6.91389,1.0
1947581610,-6.47433,-6.39338,6.91103,1.0
1947592415,-6.4775,-6.39657,6.91389,1.0
1947603345,-6.47856,-6.39757,6.91532,1.0
1947614400,-6.4829,-6.40245,6.96677,1.0
1947625704,-6.48382,-6.4034,6.97106,1.0
1947636441,-6.47753,-6.39638,6.91103,1.0
1947647380,-6.46713,-6.38636,6.91103,1.0
1947658112,-6.45294,-6.3722,6.9096,1.0
1947668953,-6.43786,-6.35739,6.91674,1.0
1947679973,-6.42374,-6.34322,6.91246,1.0
1947690917,-6.40902,-6.32873,6.90817,1.0
1947702418,-6.39398,-6.31388,6.9096,1.0
1947713215,-6.37524,-6.29548,6.91246,1.0
1947724094,-6.34981,-6.27117,6.97534,1.0
1947734924,-6.31847,-6.23954,6.91532,1.0
1947746488,-6.28171,-6.20323,6.91389,1.0
1947757267,-6.24007,-6.1621,6.91389,1.0
1947768274,-6.19513,-6.1176,6.91103,1.0
1947779190,-6.14835,-6.07144,6.91389,1.0
1947790427,-6.09909,-6.02273,6.91674,1.0
1947801293,-6.04674,-5.971,6.91246,1.0
1947812124,-5.99369,-5.91858,6.90674,1.0
1947823190,-5.94291,-5.8686,6.91103,1.0
1947834097,-5.89623,-5.82242,6.90817,1.0
1947844992,-5.85264,-5.77962,6.91817,1.0
1947856036,-5.80834,-5.73612,6.96963,1.0
1947867244,-5.76063,-5.6884,6.91103,1.0
1947878117,-5.70971,-5.63834,6.91103,1.0
1947888920,-5.65996,-5.58932,6.91103,1.0
1947899946,-5.61371,-5.54359,6.91674,1.0
1947911325,-5.56987,-5.50032,6.91817,1.0
1947922058,-5.53133,-5.4622,6.91389,1.0
1947932979,-5.49904,-5.43039,6.91103,1.0
1947944012,-5.4687,-5.40046,6.91389,1.0
1947954912,-5.43924,-5.37188,6.9682,1.0
1947965783,-5.40778,-5.34075,6.96677,1.0
1947976767,-5.37146,-5.3045,6.91389,1.0
1947987675,-5.33375,-5.26727,6.91389,1.0
1947998599,-5.29376,-5.2276,6.91674,1.0
1948009610,-5.24969,-5.1841,6.90817,1.0
1948020781,-5.2022,-5.1372,6.91389,1.0
1948031715,-5.15148,-5.08712,6.91389,1.0
1948042817,-5.09889,-5.03498,6.91103,1.0
1948053818,-5.04831,-4.98506,6.91103,1.0
1948064831,-5.00811,-4.94602,6.97391,1.0
1948076029,-4.98453,-4.92219,6.91246,1.0
1948087136,-4.97817,-4.91588,6.9096,1.0
1948098096,-4.98634,-4.92394,6.91103,1.0
1948109267,-5.00771,-4.94505,6.91103,1.0
1948120122,-5.03513,-4.97205,6.91103,1.0
1948130876,-5.05998,-4.9966,6.9096,1.0
1948141781,-5.08553,-5.02184,6.91674,1.0
1948152791,-5.1123,-5.04825,6.91389,1.0
1948163631,-5.13434,-5.07011,6.91389,1.0
1948174591,-5.15233,-5.08854,6.96963,1.0
1948185661,-5.16887,-5.10437,6.93104,1.0
1948196785,-5.1896,-5.12504,6.93675,1.0
1948207714,-5.21926,-5.15449,6.96534,1.0
1948218586,-5.24786,-5.18223,6.91246,1.0
1948229321,-5.26804,-5.20212,6.9096,1.0
1948240497,-5.28918,-5.22299,6.90817,1.0
1948251397,-5.31983,-5.25333,6.91103,1.0
1948262474,-5.35644,-5.28948,6.91246,1.0
1948273619,-5.4021,-5.33455,6.91103,1.0
1948284775,-5.46264,-5.39429,6.91103,1.0
1948295623,-5.5278,-5.45919,6.9682,1.0
1948306480,-5.58682,-5.51758,6.9682,1.0
1948317572,-5.63642,-5.56653,6.9682,1.0
1948328475,-5.67379,-5.60342,6.9682,1.0
1948339936,-5.70197,-5.63083,6.91246,1.0
1948350911,-5.73213,-5.6606,6.91103,1.0
1948362074,-5.76951,-5.69743,6.91103,1.0
1948372941,-5.80626,-5.7335,6.91246,1.0
1948384052,-5.83642,-5.76357,6.91246,1.0
1948395176,-5.86339,-5.79016,6.90817,1.0
1948406106,-5.89409,-5.82106,6.97249,1.0
1948416878,-5.93174,-5.8576,6.91103,1.0
1948427697,-5.97334,-5.89861,6.91246,1.0
1948438537,-6.01535,-5.94009,6.9096,1.0
1948449631,-6.05561,-5.97989,6.90817,1.0
1948460802,-6.097,-6.02067,6.91103,1.0
1948471703,-6.14475,-6.0678,6.90817,1.0
1948482627,-6.19878,-6.12121,6.90817,1.0
1948493582,-6.25266,-6.1744,6.90674,1.0
1948504460,-6.29984,-6.221,6.90817,1.0
1948515328,-6.34061,-6.26129,6.91103,1.0
1948526365,-6.3763,-6.29724,6.9682,1.0
1948537272,-6.40421,-6.32473,6.96677,1.0
1948548143,-6.42185,-6.34224,6.96677,1.0
1948558888,-6.43058,-6.35034,6.92532,1.0
1948569741,-6.43253,-6.3521,6.91103,1.0
1948580484,-6.42852,-6.34826,6.91103,1.0
1948591309,-6.42007,-6.33992,6.91103,1.0
1948602088,-6.40833,-6.32843,6.91532,1.0
1948613316,-6.39362,-6.31361,6.91103,1.0
1948624317,-6.37639,-6.29669,6.90817,1.0
1948635285,-6.35906,-6.28025,6.9682,1.0
1948646017,-6.34392,-6.26534,6.96677,1.0
1948657582,-6.33189,-6.25334,6.96963,1.0
1948668520,-6.32638,-6.24788,6.9682,1.0
1948679627,-6.33087,-6.25166,6.91817,1.0
1948690532,-6.34455,-6.26514,6.91532,1.0
1948701271,-6.36366,-6.28402,6.91103,1.0
1948712100,-6.38417,-6.3043,6.91246,1.0
1948723234,-6.40059,-6.32065,6.91389,1.0
1948734088,-6.40983,-6.32971,6.90817,1.0
1948745529,-6.41182,-6.33171,6.90817,1.0
1948756449,-6.40657,-6.32724,6.97106,1.0
1948767348,-6.39611,-6.31652,6.94533,1.0
1948778100,-6.38193,-6.30219,6.91674,1.0
1948788928,-6.36467,-6.28521,6.91103,1.0
1948799712,-6.34513,-6.2659,6.91817,1.0
1948810596,-6.3228,-6.24383,6.91674,1.0
1948821656,-6.29654,-6.21791,6.91532,1.0
1948832472,-6.26621,-6.18791,6.9096,1.0
1948843411,-6.23253,-6.15447,6.90817,1.0
1948854428,-6.1967,-6.1192,6.91532,1.0
1948865594,-6.16066,-6.08419,6.9682,1.0
1948876523,-6.12578,-6.04974,6.9682,1.0
1948887643,-6.09234,-6.01673,6.96963,1.0
1948898630,-6.06025,-5.9843,6.90674,1.0
1948909665,-6.02928,-5.9538,6.90531,1.0
1948920809,-5.99935,-5.9241,6.91103,1.0
1948932024,-5.97039,-5.89549,6.9096,1.0
1948943123,-5.9424,-5.86793,6.91103,1.0
1948954099,-5.91542,-5.84128,6.91103,1.0
1948965292,-5.88937,-5.81575,6.91817,1.0
1948976203,-5.8642,-5.79088,6.91103,1.0
1948987189,-5.84017,-5.76774,6.97534,1.0
1948998407,-5.81788,-5.74551,6.95391,1.0
1949009316,-5.7969,-5.72478,6.96105,1.0
1949020181,-5.77601,-5.70387,6.91103,1.0
1949030910,-5.75558,-5.68357,6.91246,1.0
1949041683,-5.73732,-5.66555,6.91389,1.0
1949052822,-5.72214,-5.65066,6.9096,1.0
1949063964,-5.70894,-5.63761,6.90817,1.0
1949074923,-5.69662,-5.62546,6.91246,1.0
1949086113,-5.6871,-5.61602,6.91246,1.0
1949097652,-5.68331,-5.61292,6.97249,1.0
1949108477,-5.68488,-5.61375,6.91246,1.0
1949119341,-5.68905,-5.61787,6.91246,1.0
1949130411,-5.69431,-5.62312,6.91532,1.0
1949141271,-5.70044,-5.62905,6.91389,1.0
1949152117,-5.70631,-5.63497,6.91532,1.0
1949162921,-5.71091,-5.63948,6.91103,1.0
1949174455,-5.71443,-5.64295,6.91389,1.0
1949185552,-5.71681,-5.64547,6.92246,1.0
1949196519,-5.71895,-5.64754,6.91817,1.0
1949207698,-5.72195,-5.6505,6.91246,1.0
1949218447,-5.7251,-5.65404,6.97106,1.0
1949229616,-5.7279,-5.65683,6.96534,1.0
1949240850,-5.73073,-5.6596,6.96391,1.0
1949251932,-5.73437,-5.66271,6.91532,1.0
1949262894,-5.73916,-5.66737,6.91103,1.0
1949273701,-5.7437,-5.67189,6.91389,1.0
1949284453,-5.74699,-5.67512,6.91246,1.0
1949295336,-5.74914,-5.6774,6.91246,1.0
1949306409,-5.75034,-5.67845,6.90674,1.0
1949317287,-5.75079,-5.67894,6.91103,1.0
1949328120,-5.75074,-5.67946,6.9682,1.0
1949338894,-5.75109,-5.67932,6.93104,1.0
1949349804,-5.75351,-5.68217,6.97106,1.0
1949360793,-5.75718,-5.6852,6.91246,1.0
1949372034,-5.75919,-5.68726,6.91389,1.0
1949382925,-5.7593,-5.6873,6.91246,1.0
1949394120,-5.75955,-5.68745,6.91103,1.0
1949405211,-5.76083,-5.68883,6.92246,1.0
1949416204,-5.7618,-5.68979,6.91674,1.0
1949427279,-5.76161,-5.68956,6.90817,1.0
1949438120,-5.76066,-5.68864,6.9096,1.0
1949449306,-5.75831,-5.68677,6.9682,1.0
1949460131,-5.75406,-5.68268,6.96677,1.0
1949470909,-5.74824,-5.67638,6.91817,1.0
1949481685,-5.7398,-5.66803,6.91674,1.0
1949492462,-5.72879,-5.65722,6.91532,1.0
1949503402,-5.71543,-5.64406,6.9096,1.0
1949514448,-5.70018,-5.62895,6.91246,1.0
1949525524,-5.68609,-5.61506,6.91532,1.0
1949536464,-5.67399,-5.60272,6.90388,1.0
1949547345,-5.66115,-5.59042,6.90531,1.0
1949558076,-5.64513,-5.57505,6.96534,1.0
1949568954,-5.62744,-5.55766,6.96534,1.0
1949580088,-5.60943,-5.53987,6.97249,1.0
1949590916,-5.58811,-5.51836,6.91532,1.0
1949601823,-5.56444,-5.49496,6.91246,1.0
1949612770,-5.54266,-5.47341,6.90817,1.0
1949623706,-5.52098,-5.45205,6.90817,1.0
1949634536,-5.49418,-5.42553,6.91674,1.0
1949645613,-5.45905,-5.39079,6.91103,1.0
1949656768,-5.41652,-5.34884,6.91103,1.0
1949667680,-5.37008,-5.30293,6.90817,1.0
1949678652,-5.32185,-5.25585,6.96677,1.0
1949689559,-5.27462,-5.20933,6.96534,1.0
1949700503,-5.23273,-5.16796,6.9682,1.0
1949711324,-5.1988,-5.13391,6.9096,1.0
1949722430,-5.17406,-5.1095,6.91246,1.0
1949733283,-5.15744,-5.09314,6.91817,1.0
1949744126,-5.1437,-5.07959,6.92246,1.0
1949754890,-5.12592,-5.062,6.9196,1.0
1949765718,-5.0999,-5.03626,6.91389,1.0
1949776493,-5.06666,-5.00339,6.91817,1.0
1949787348,-5.03415,-4.97115,6.91103,1.0
1949798445,-5.01192,-4.94991,6.96677,1.0
1949809316,-5.00041,-4.93808,6.91389,1.0
1949820221,-4.99132,-4.92886,6.91674,1.0
1949831133,-4.97461,-4.91239,6.92532,1.0
1949842060,-4.9463,-4.88447,6.91103,1.0
1949853016,-4.9137,-4.85235,6.91389,1.0
1949864053,-4.88794,-4.82685,6.92532,1.0
1949875150,-4.86972,-4.80888,6.91674,1.0
1949886085,-4.84926,-4.78864,6.91389,1.0
1949896931,-4.8224,-4.76205,6.90817,1.0
1949907666,-4.79749,-4.73809,6.96963,1.0
1949918485,-4.78316,-4.7239,6.96963,1.0
1949929230,-4.77842,-4.71874,6.91389,1.0
1949940808,-4.77474,-4.7151,6.91532,1.0
1949951680,-4.76573,-4.70621,6.91103,1.0
1949962513,-4.75576,-4.69627,6.90817,1.0
1949973278,-4.75453,-4.69512,6.91532,1.0
1949984479,-4.76438,-4.70494,6.91674,1.0
1949995344,-4.77806,-4.71839,6.91674,1.0
1950006425,-4.79063,-4.73073,6.90817,1.0
1950017611,-4.80606,-4.7463,6.96391,1.0
1950028425,-4.82667,-4.76664,6.97106,1.0
1950039285,-4.84723,-4.78721,6.97249,1.0
1950050043,-4.86293,-4.80223,6.91532,1.0
1950061314,-4.87265,-4.81174,6.92103,1.0
1950072222,-4.88,-4.81898,6.91389,1.0
1950083158,-4.89078,-4.82967,6.91389,1.0
1950094046,-4.90207,-4.8409,6.91389,1.0
1950105018,-4.90558,-4.84418,6.9096,1.0
1950116075,-4.90125,-4.83987,6.91103,1.0
1950127219,-4.89727,-4.83593,6.9096,1.0
1950138419,-4.89906,-4.83786,6.92675,1.0
1950149239,-4.90309,-4.84187,6.92675,1.0
1950160120,-4.90573,-4.84438,6.91532,1.0
1950170915,-4.90965,-4.84822,6.91246,1.0
1950181737,-4.91824,-4.85677,6.91389,1.0
1950192524,-4.9322,-4.87053,6.91103,1.0
1950203704,-4.94765,-4.88583,6.91103,1.0
1950214586,-4.95763,-4.89568,6.9096,1.0
1950225591,-4.96135,-4.89931,6.90817,1.0
1950236747,-4.96618,-4.90396,6.91389,1.0
1950247684,-4.97684,-4.91492,6.96248,1.0
1950258583,-4.98728,-4.92559,6.97677,1.0
1950269635,-4.99055,-4.92832,6.91103,1.0
1950280760,-4.993,-4.93053,6.9096,1.0
1950291686,-5.00154,-4.939,6.91389,1.0
1950302540,-5.01096,-4.94838,6.91389,1.0
1950313529,-5.01751,-4.95487,6.9196,1.0
1950324453,-5.02432,-4.96156,6.91532,1.0
1950335333,-5.03148,-4.96857,6.9096,1.0
1950346070,-5.03496,-4.97214,6.91246,1.0
1950357525,-5.035,-4.9723,6.92103,1.0
1950368776,-5.03229,-4.96964,6.92246,1.0
1950379686,-5.02477,-4.96252,6.97106,1.0
1950390589,-5.01376,-4.95172,6.97963,1.0
1950401611,-4.99917,-4.9371,6.97249,1.0
1950412757,-4.98462,-4.92231,6.92389,1.0
1950423684,-4.97508,-4.91278,6.91246,1.0
1950434596,-4.96843,-4.90645,6.92961,1.0
1950445604,-4.96787,-4.90597,6.91103,1.0
1950456814,-4.98083,-4.91868,6.92246,1.0
1950468113,-5.00331,-4.94079,6.91389,1.0
1950479177,-5.0231,-4.96081,6.97249,1.0
1950490115,-5.04654,-4.98341,6.91103,1.0
1950500868,-5.08859,-5.02499,6.91674,1.0
1950512047,-5.14556,-5.08139,6.91103,1.0
1950523169,-5.20877,-5.14374,6.91103,1.0
1950534461,-5.27466,-5.20894,6.92532,1.0
1950545567,-5.34097,-5.27424,6.92246,1.0
1950556481,-5.40533,-5.33821,6.9096,1.0
1950567335,-5.46715,-5.39927,6.91103,1.0
1950578093,-5.53242,-5.46351,6.92246,1.0
1950589010,-5.60578,-5.53584,6.91532,1.0
1950599993,-5.67946,-5.60913,6.98249,1.0
1950610866,-5.74529,-5.674,6.9682,1.0
1950621641,-5.80456,-5.73278,6.96677,1.0
1950632489,-5.86662,-5.79397,6.97106,1.0
1950643418,-5.94735,-5.87375,6.97249,1.0
1950654502,-6.03878,-5.96344,6.91532,1.0
1950665672,-6.12215,-6.04575,6.91389,1.0
1950676503,-6.19964,-6.12222,6.9339,1.0
1950687303,-6.26944,-6.19127,6.91532,1.0
1950698071,-6.32789,-6.24893,6.90388,1.0
1950708889,-6.3839,-6.305,6.97106,1.0
1950720092,-6.44201,-6.36183,6.91389,1.0
1950731199,-6.50466,-6.42436,6.97106,1.0
1950742120,-6.57342,-6.49187,6.96677,1.0
1950753281,-6.64138,-6.5584,6.91103,1.0
1950764423,-6.70299,-6.61934,6.91674,1.0
1950775342,-6.75763,-6.67314,6.90388,1.0
1950786447,-6.8068,-6.7218,6.91246,1.0
1950797627,-6.85083,-6.76536,6.91103,1.0
1950808452,-6.88989,-6.80408,6.9196,1.0
1950819294,-6.92675,-6.84039,6.91246,1.0
1950830125,-6.96021,-6.87403,6.96677,1.0
1950841014,-6.99143,-6.90417,6.91103,1.0
1950852058,-7.0223,-6.93468,6.9096,1.0
1950863166,-7.04439,-6.9566,6.91817,1.0
1950874112,-7.05878,-6.97067,6.9096,1.0
1950885018,-7.07513,-6.98719,6.92532,1.0
1950895965,-7.09392,-7.00551,6.90674,1.0
1950906868,-7.11009,-7.02153,6.91103,1.0
1950917812,-7.12063,-7.03189,6.91532,1.0
1950928757,-7.12985,-7.04097,6.91389,1.0
1950939675,-7.13615,-7.04797,6.97534,1.0
1950950560,-7.13063,-7.04238,6.96105,1.0
1950961300,-7.1173,-7.02858,6.91103,1.0
1950972208,-7.10623,-7.0178,6.92818,1.0
1950983205,-7.09523,-7.00675,6.90817,1.0
1950994466,-7.07646,-6.98806,6.90388,1.0
1951005507,-7.05664,-6.96852,6.90674,1.0
1951016448,-7.04813,-6.9601,6.90531,1.0
1951027396,-7.0442,-6.95636,6.91389,1.0
1951038486,-7.02614,-6.93863,6.92532,1.0
1951049595,-6.98276,-6.89561,6.91103,1.0
1951060751,-6.92167,-6.83611,6.9782,1.0
1951071678,-6.85249,-6.7675,6.97106,1.0
1951082516,-6.76685,-6.68217,6.90817,1.0
1951093321,-6.65667,-6.57346,6.90817,1.0
1951104473,-6.52192,-6.44054,6.91817,1.0
1951116038,-6.36473,-6.28522,6.9096,1.0
1951126845,-6.18628,-6.10911,6.9196,1.0
1951137746,-5.98467,-5.90997,6.91532,1.0
1951148482,-5.75839,-5.68627,6.92246,1.0
1951159328,-5.50239,-5.43337,6.9196,1.0
1951170090,-5.20987,-5.14497,6.9682,1.0
1951180893,-4.87248,-4.8118,6.97106,1.0
1951192047,-4.47669,-4.42058,6.91246,1.0
1951202867,-3.99426,-3.94413,6.92103,1.0
1951214337,-3.36601,-3.32389,6.91246,1.0
1951225259,-2.5179,-2.48617,6.91103,1.0
1951236135,-1.15592,-1.14146,6.91389,1.0
1951247200,1.91137,1.88733,6.91389,1.0
1951258369,2.95354,2.91637,6.9096,1.0
1951269244,3.71535,3.66885,6.91817,1.0
1951280103,4.31963,4.26561,6.91532,1.0
1951290867,4.81646,4.75651,6.97106,1.0
1951301755,5.24931,5.18398,6.97249,1.0
1951312817,5.64081,5.5705,6.94962,1.0
1951323651,6.00329,5.92926,6.97534,1.0
1951334590,6.35126,6.2722,6.92103,1.0
1951345558,6.68782,6.60397,6.92246,1.0
1951356516,7.00773,6.92084,6.92103,1.0
1951367351,7.31541,7.22374,6.92389,1.0
1951378117,7.61213,7.51669,6.9196,1.0
1951389297,7.89185,7.79352,6.9196,1.0
1951400129,8.15259,8.052,6.97963,1.0
1951411230,8.39496,8.28975,6.92532,1.0
1951422103,8.61854,8.51065,6.9339,1.0
1951433043,8.82621,8.71626,6.92675,1.0
1951444027,9.02262,8.91033,6.9196,1.0
1951455271,9.20976,9.0944,6.91532,1.0
1951466367,9.38704,9.27036,6.92532,1.0
1951477280,9.54897,9.43035,6.92103,1.0
1951488143,9.69049,9.57013,6.92246,1.0
1951498877,9.81177,9.6898,6.91674,1.0
1951509814,9.91469,9.79033,6.9196,1.0
1951520870,10.0019,9.8785,6.9782,1.0
1951531918,10.0753,9.95062,6.93104,1.0
1951543245,10.1384,10.0127,6.91674,1.0
1951554350,10.2035,10.0758,6.91389,1.0
1951565323,10.2819,10.1538,6.93818,1.0
1951576179,10.374,10.2453,6.92532,1.0
1951587214,10.478,10.3479,6.9439,1.0
1951598118,10.5912,10.459,6.91817,1.0
1951609211,10.7074,10.5738,6.92961,1.0
1951620194,10.8228,10.6876,6.9196,1.0
1951631205,10.9352,10.8009,6.99535,1.0
1951642452,11.0406,10.9033,6.97534,1.0
1951653236,11.1347,10.9969,6.99107,1.0
1951664514,11.2155,11.0755,6.93104,1.0
1951675275,11.2832,11.1435,6.91389,1.0
1951686108,11.3396,11.1994,6.93533,1.0
1951696965,11.3846,11.2423,6.92246,1.0
1951708106,11.4199,11.2772,6.92389,1.0
1951719206,11.4481,11.3062,6.9196,1.0
1951730449,11.4678,11.3256,6.91389,1.0
1951741279,11.4783,11.3348,6.92103,1.0
1951752117,11.481,11.3394,6.97677,1.0
1951762925,11.4773,11.3364,6.97391,1.0
1951774100,11.4708,11.3287,6.9196,1.0
1951785003,11.4645,11.3226,6.93104,1.0
1951795964,11.4584,11.3148,6.91389,1.0
1951806890,11.4518,11.3101,6.93533,1.0
1951817790,11.4426,11.301,6.91532,1.0
1951828522,11.4266,11.2856,6.93961,1.0
1951839988,11.4031,11.2617,6.91532,1.0
1951851155,11.3815,11.241,6.92389,1.0
1951862056,11.3679,11.2285,6.97249,1.0
1951873051,11.3589,11.2175,6.92389,1.0
1951883963,11.3553,11.215,6.92246,1.0
1951895273,11.3585,11.218,6.91532,1.0
1951906416,11.3654,11.2248,6.91532,1.0
1951917324,11.3793,11.238,6.92389,1.0
1951928505,11.4102,11.2684,6.92389,1.0
1951939329,11.4633,11.3218,6.92389,1.0
1951950132,11.5325,11.3901,6.92246,1.0
1951960927,11.6031,11.4589,6.92675,1.0
1951972046,11.6669,11.5231,6.91674,1.0
1951982878,11.7251,11.5818,6.97677,1.0
1951993815,11.7787,11.6343,6.97677,1.0
1952004758,11.8252,11.6792,6.97677,1.0
1952016057,11.8671,11.7198,6.91674,1.0
1952026842,11.9147,11.7668,6.9196,1.0
1952037829,11.9773,11.8293,6.92246,1.0
1952048762,12.061,11.9106,6.92246,1.0
1952059657,12.1621,12.0105,6.91817,1.0
1952070619,12.2704,12.1175,6.9196,1.0
1952081670,12.3784,12.2254,6.9196,1.0
1952092816,12.4859,12.3319,6.99535,1.0
1952103681,12.6022,12.4464,6.97677,1.0
1952115105,12.7335,12.5763,6.92246,1.0
1952126064,12.8732,12.7138,6.92818,1.0
1952136942,13.0133,12.8514,6.91674,1.0
1952147695,13.1533,12.9898,6.92532,1.0
1952159151,13.2945,13.1302,6.9196,1.0
1952170358,13.4349,13.2692,6.91532,1.0
1952181290,13.5669,13.3985,6.92532,1.0
1952192067,13.6859,13.5163,6.93961,1.0
1952202895,13.7987,13.6287,6.93247,1.0
1952213672,13.9154,13.7442,6.98249,1.0
1952224890,14.0394,13.865,6.91532,1.0
1952236070,14.1626,13.9883,6.91532,1.0
1952246904,14.2745,14.0988,6.9196,1.0
1952257681,14.3729,14.1947,6.91532,1.0
1952268413,14.4642,14.2854,6.93818,1.0
1952279420,14.5557,14.3767,6.91674,1.0
1952290415,14.6483,14.4684,6.9339,1.0
1952301642,14.7394,14.5579,6.93104,1.0
1952312472,14.8279,14.6453,6.93104,1.0
1952323320,14.9147,14.7325,6.9782,1.0
1952334062,15.0019,14.8191,6.98964,1.0
1952344919,15.091,14.9065,6.9682,1.0
1952355686,15.183,14.9974,6.97534,1.0
1952366517,15.2788,15.0913,6.93104,1.0
1952377322,15.378,15.1885,6.91674,1.0
1952388799,15.4803,15.2896,6.92103,1.0
1952399897,15.5827,15.3901,6.91817,1.0
1952410863,15.6807,15.4886,6.91817,1.0
1952421726,15.7748,15.5819,6.91817,1.0
1952432514,15.8684,15.6742,6.91532,1.0
1952443333,15.9626,15.7671,6.97249,1.0
1952454383,16.0564,15.8615,6.96391,1.0
1952465216,16.1486,15.9513,6.91817,1.0
1952476224,16.2401,16.0421,6.9339,1.0
1952487294,16.3304,16.1303,6.91532,1.0
1952498417,16.4177,16.2167,6.91532,1.0
1952509279,16.5033,16.3012,6.91532,1.0
1952520147,16.5855,16.3808,6.91532,1.0
1952531168,16.6572,16.4532,6.91817,1.0
1952542073,16.7192,16.5149,6.9196,1.0
1952552935,16.7778,16.5742,6.9682,1.0
1952563688,16.8298,16.6237,6.97106,1.0
1952574589,16.8684,16.6619,6.91532,1.0
1952585599,16.8883,16.6822,6.92532,1.0
1952596812,16.8794,16.6738,6.93533,1.0
1952607656,16.8492,16.6432,6.92246,1.0
1952618569,16.8192,16.6134,6.91674,1.0
1952629315,16.7844,16.5795,6.9196,1.0
1952640052,16.7325,16.5262,6.9196,1.0
1952651279,16.6627,16.4582,6.91817,1.0
1952662428,16.5716,16.3692,6.9196,1.0
1952673299,16.4777,16.278,6.97106,1.0
1952684206,16.3922,16.1918,6.97963,1.0
1952695313,16.277,16.0772,6.9196,1.0
1952706509,16.1286,15.9327,6.92246,1.0
1952717302,15.971,15.7771,6.92675,1.0
1952728474,15.8009,15.6078,6.92532,1.0
1952739371,15.6184,15.4274,6.92246,1.0
1952750113,15.4223,15.2348,6.9339,1.0
1952760942,15.2274,15.0423,6.92818,1.0
1952772027,15.0539,14.8703,6.93104,1.0
1952783195,14.8963,14.7165,6.97249,1.0
1952794120,14.7483,14.5694,6.93533,1.0
1952805243,14.6276,14.4499,6.91532,1.0
1952816186,14.551,14.3729,6.9196,1.0
1952826921,14.5034,14.3264,6.92103,1.0
1952838391,14.4644,14.2876,6.90817,1.0
1952849588,14.4253,14.2497,6.92246,1.0
1952860748,14.3795,14.2051,6.91674,1.0
1952871668,14.3246,14.151,6.91674,1.0
1952882595,14.2673,14.0935,6.91389,1.0
1952893674,14.2146,14.0428,6.92389,1.0
1952904784,14.1692,13.9979,6.96963,1.0
1952915681,14.1284,13.9561,6.91103,1.0
1952926509,14.0869,13.917,6.92389,1.0
1952937301,14.0448,13.8738,6.91817,1.0
1952948187,14.0051,13.8358,6.9196,1.0
1952958925,13.9684,13.7993,6.91103,1.0
1952970099,13.9344,13.7653,6.90817,1.0
1952981588,13.9023,13.7338,6.92246,1.0
1952992781,13.8665,13.6987,6.93104,1.0
1953003622,13.8229,13.6566,6.9196,1.0
1953014610,13.773,13.6074,6.96963,1.0
1953025595,13.7211,13.5564,6.96963,1.0
1953036775,13.67,13.5051,6.9339,1.0
1953047626,13.6207,13.4561,6.92532,1.0
1953058508,13.5745,13.4106,6.91389,1.0
1953069269,13.5322,13.3695,6.91532,1.0
