timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
1912347347,1912344975,1200.0,0.588899,0.0208034,1.11447,0.0,255,0,6,4,0,0,0,1,1,1,34
1913353059,1913345987,1200.0,0.588899,0.0464992,1.11103,0.0,255,0,6,4,0,0,0,1,1,1,34
1914358052,1913345987,1200.0,0.588899,0.0208333,1.0248,0.0,255,0,6,4,0,0,0,1,1,1,34
1914409690,1914406709,1200.0,0.588899,0.0208333,1.0248,0.0,255,0,6,4,0,0,0,1,1,1,34
1915342106,1915339988,1200.0,0.588899,0.0209197,1.19441,0.0,255,0,6,4,0,0,0,1,1,1,34
1916340145,1916336977,1200.0,0.588899,0.0209296,0.935854,0.0,255,0,6,4,0,0,0,1,1,1,34
1917350107,1916336977,1200.0,0.588899,0.0208169,1.21432,0.0,255,0,6,4,0,0,0,1,1,1,34
1917413157,1917409779,1200.0,0.588899,0.0208169,1.21432,0.0,255,0,6,4,0,0,0,1,1,1,34
1918351309,1918344991,1200.0,0.588899,0.0208235,1.01143,0.0,255,0,6,4,0,0,0,1,1,1,34
1919332192,1919324126,1200.0,0.588899,0.0209003,1.10473,0.0,255,0,6,4,0,0,0,1,1,1,34
1920337073,1919324126,1200.0,0.588899,0.0209104,1.13713,0.0,255,0,6,4,0,0,0,1,1,1,34
1920388502,1920380993,1200.0,0.588899,0.0209104,1.13713,0.0,255,0,6,4,0,0,0,1,1,1,34
1921398870,1921390123,1200.0,0.588899,0.0208838,1.01535,0.0,255,0,6,4,0,0,0,1,1,1,34
1922321242,1922321015,1200.0,0.588899,0.0209194,1.04298,0.0,255,0,6,4,0,0,0,1,1,1,34
1923327503,1922321015,1200.0,0.588899,0.0469965,1.07292,0.0,255,0,6,4,0,0,0,1,1,1,34
1923370625,1923364168,1200.0,0.588899,0.0469965,1.07292,0.0,255,0,6,4,0,0,0,1,1,1,34
1924372907,1923364168,1200.0,0.588899,0.0209786,1.1738,0.0,255,0,6,4,0,0,0,1,1,1,34
1925375340,1923364168,1200.0,0.588899,0.0,1.15242,0.0,255,0,6,4,0,0,0,1,1,1,34
1926377059,1923364168,1200.0,0.588899,0.0,0.938137,0.0,255,0,6,4,0,0,0,1,1,1,34
1926387456,1926384242,1200.0,0.588899,0.0,0.938137,0.0,255,0,6,4,0,0,0,1,1,1,34
1926397105,1926394545,1200.0,0.588899,0.0,0.938137,0.0,255,0,6,4,0,0,0,1,1,1,34
1927380059,1927375549,1200.0,0.588899,0.0419949,1.18486,0.0,255,0,6,4,0,0,0,1,1,1,34
1928289248,1928288989,1200.0,0.588899,0.0209073,1.04835,0.0,255,0,6,4,0,0,0,1,1,1,34
1929292971,1928288989,1200.0,0.588899,0.0209508,1.11937,0.0,255,0,6,4,0,0,0,1,1,1,34
