timestamp,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,tas_scale,beta_innov,beta_innov_var
1997699744,-4.78506,1.13555,0.00452914,0.00680763,-0.496561,1.91712,0.0,0.0346594,0.300159
1997900562,-4.80429,1.16165,0.00449912,0.00670796,-1.7926,1.91729,0.0,0.0295681,0.300171
1998101370,-4.82796,1.19164,0.00447165,0.00662956,-1.64185,1.91753,0.0,0.0327383,0.300176
1998302942,-4.85521,1.22331,0.00444171,0.00656315,-1.99356,1.91737,0.0,0.0486688,0.300186
1998503754,-4.88726,1.25681,0.00441035,0.00650762,-2.26866,1.91735,0.0,0.0519912,0.300201
1998700542,-4.91384,1.2819,0.0043772,0.00646132,-0.995232,1.91695,0.0,0.0215454,0.300207
1998909344,-4.91808,1.28551,0.00433812,0.00641887,0.261908,1.91692,0.0,-0.0132108,0.300213
1999106942,-4.90839,1.27788,0.00430287,0.00638432,1.04994,1.91687,0.0,0.0426251,0.300241
1999307762,-4.90013,1.27136,0.0042662,0.00635388,0.0993881,1.91684,0.0,0.0357713,0.300246
1999508542,-4.90995,1.27833,0.00422903,0.00632863,-0.961577,1.91606,0.0,0.0057284,0.300246
1999713342,-4.91918,1.28443,0.00419156,0.00630944,-0.194473,1.9161,0.0,0.01587,0.30024
1999914942,-4.91689,1.28287,0.00415224,0.00629518,0.346651,1.91595,0.0,0.0480793,0.300253
2000115742,-4.90645,1.2776,0.00410837,0.00628492,0.768329,1.9153,0.0,0.0841096,0.300249
2000316542,-4.89257,1.27153,0.00406936,0.00628107,1.28333,1.91545,0.0,0.0847276,0.300232
2000517498,-4.86569,1.26226,0.00403022,0.0062824,1.53788,1.91548,0.0,0.130126,0.300244
2000719123,-4.84807,1.25662,0.0039916,0.00628611,0.696147,1.91541,0.0,0.0960966,0.300237
2000924542,-4.83737,1.25489,0.0039536,0.00629316,0.817228,1.91474,0.0,0.12119,0.300224
2001124542,-4.82682,1.25363,0.00391097,0.00630287,0.994826,1.91482,0.0,0.164822,0.300243
2001325342,-4.79458,1.25163,0.00387422,0.0063138,2.77293,1.91503,0.0,0.138435,0.300234
2001526942,-4.76192,1.25079,0.0038386,0.00632496,1.61096,1.91496,0.0,0.139068,0.30023
2001727742,-4.7545,1.25043,0.00380339,0.00633697,-0.644644,1.91453,0.0,0.148946,0.30024
2001933342,-4.77367,1.25206,0.00376936,0.00635003,-1.78325,1.91455,0.0,0.178463,0.300274
2002130162,-4.80265,1.25602,0.00373044,0.00636241,-1.67538,1.91405,0.0,0.183118,0.300281
